"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Otros clics","Visualizaciones de fotos","Clics en el enlace","Total de clics","Personas alcanzadas","Segundos reproducidos","Comentarios negativos únicos de los usuarios: Ocultar","Reproducciones de vídeo de 60 segundos","Segundos reproducidos de media","Reproducción de vídeo de 3 segundos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Tiempo medio dedicado al artículo","Profundidad de desplazamiento diaria en el artículo",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar todo"
392740812375194,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"09/21/2021 21:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Mit76HvxBYsywFQktd1RWMKCeJFd6czZhWhybQKd4A5KJ4h6xrSsNVQoGwfxVPYAl,0,Otro,,,,,Total,4,,,4,446,0,,0,0,0,0,13,0,13,0,0,458,
392749025707706,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/21/2021 22:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0JtdYphi5LufYDcYQ4v54ktZovZoispcaw5EuumLp3f9wV1iZ8M86H4KoLnysxQLwl,0,Foto,,,,,Total,130,19,,149,1295,0,1,0,0,0,2,99,8,109,0,0,1323,
392805999035342,103185414664070,"Philosophical Gym Bro","Actualización de estado","Who else rereading Foundation before the show comes out?",0,"09/22/2021 00:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tW2jrLU79bAnzKcEDFT46jhLXjXzUPi4oTUcpffhwFS2AwiShHQG6D4tUuCsWL7Zl,0,Foto,,,,,Total,8,12,,20,464,0,,0,0,0,0,9,2,11,0,0,480,
392991085683500,103185414664070,"Philosophical Gym Bro","Actualización de estado","Yes and",0,"09/22/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0we5s2AsULRXYq4PrF95ABRoSH39StVZH9BL6jGq4pcKVTQVLpF62a52sHMx3JpGgl,0,Foto,,,,,Total,52,17,,69,1223,0,1,0,0,0,0,76,8,84,0,0,1252,
393690572280218,103185414664070,"Philosophical Gym Bro",,oC,0,"09/23/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Pg2M7VUZox1Jkdqdi14HrAhaBd7jgF32HTxyhk2ZJAFjtBSBDQZ8f6oiRD24ki63l,0,Foto,,,,,Total,1,2,,3,372,0,,0,0,0,0,13,1,14,0,0,399,
393900222259253,103185414664070,"Philosophical Gym Bro",,OC,0,"09/23/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0W7JdaCRJa5QQwCNEKnZLbuH45QtrZp7qHLnAMgPRNe8SRhEn5EbMQfdvhB6tzicpl,0,Foto,,,,,Total,18,8,,26,770,0,,0,0,0,1,52,3,56,0,0,823,
394357518880190,103185414664070,"Philosophical Gym Bro",,Stolen,0,"09/24/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0puSUjEBdZB6JgmXuqFTyqVYo9GT6eWuskVjS8q6Su2M1uGMfokqzdvruW5Cemyvtl,0,Foto,,,,,Total,73,34,,107,3543,0,1,0,0,0,13,226,28,267,0,0,3752,
394695548846387,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"09/24/2021 21:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0FWbi89bim5dBEBaNPbhKDx5SZsTgsmxBmL8RH7ZHERFgv3UYQddD2TUvFGNb6VAxl,0,Otro,,,,,Total,30,7,,37,660,0,1,0,0,0,3,36,8,47,0,0,694,
395177625464846,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/25/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02GetUaiBf1Tu3aPNxFRoLBLsnRKfktTp72R8rSrvLvPU128FVeUgwM5gspqjFgydml,0,Foto,,,,,Total,25,12,,37,667,0,,0,0,0,0,15,3,18,0,0,685,
395178345464774,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/25/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kjDDdivSqkTFt6vL6ZAhSUMxBz9fyDe7QmoFkdDM1TExB3owjRB7pnwTkB3EsMDbl,0,Foto,,,,,Total,31,10,,41,879,0,,0,0,0,1,28,4,33,0,0,917,
395590022090273,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/26/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UQuVdc9JX69S6fSZGNiWwVejjRRQ6crMUKdnonVWD2MH2wQjyLKCw9ZbvvvpHJhkl,0,Foto,,,,,Total,61,21,,82,794,0,,0,0,0,0,30,3,33,0,0,805,
395594605423148,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/26/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02D4JCrrHDfNtzoQLDWQdzZwfW9tb4xVYxUV39XSNP7LhWbwsAZwX9HyqY8pnMuNyjl,0,Foto,,,,,Total,19,5,,24,508,0,,0,0,0,0,12,1,13,0,0,524,
395670548748887,103185414664070,"Philosophical Gym Bro",,"What could this mean? (Not OC)",0,"09/26/2021 09:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0GR8RpPzDU77okQunpiLGBtjFXWxraU3j9Zd78AHjzytgGJybRX4zU8GDHdWu6mdXl,0,Foto,,,,,Total,35,19,,54,789,0,,0,0,0,3,32,5,40,0,0,838,
396885115294097,103185414664070,"Philosophical Gym Bro",,"Not OC, but ya boi has been reading Heidegger lately",0,"09/28/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034YmxVmjWvtKP4Kd7sAEHf8vxFGcTgVXKuSbakxiaobKxLXodAHacx3LP7QCcZbxAl,0,Foto,,,,,Total,212,55,,267,3240,0,1,0,0,0,23,199,32,254,0,0,3414,
396902181959057,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/28/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uAagYeFT2JvEBkZS4RVPymLDhgQZXnHF4jZWS7zMMHxaJko7q418gANPZvTZafvWl,0,Foto,,,,,Total,18,4,1,23,728,0,,0,0,0,2,35,3,40,0,0,744,
396953725287236,103185414664070,"Philosophical Gym Bro",,"NORMALIZE 👏 HAVING 👏 FOUR 👏 EGGS 👏 AND 👏 A 👏 PROTEIN 👏 SHAKE 👏 FOR 👏 BREAKFAST 👏",0,"09/28/2021 10:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tocX3jLin3zGEUdqpvGkUrXHcC2tHSKRxEVSRHWG5d9aLBH1rXMz7usgmafrWjydl,0,Texto,,,,,Total,55,,,55,776,0,,0,0,0,6,33,1,40,0,0,809,
397072941941981,103185414664070,"Philosophical Gym Bro",,,0,"09/28/2021 14:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0zoEHz3ZXD3tbbBek5RzbGMARE4vSZ6VnDXcw5AkTYfic9h4vtE4NnwttH2qMyKeRl,0,Foto,,,,,Total,19,4,,23,959,0,,0,0,0,1,54,5,60,0,0,1024,
397176708598271,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/28/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fRZrJo6PDPR8f1KFVd7kQVVsHh5Nxc3dpGG31eXSw15bES92YDZXSWMaBV6da21Zl,0,Foto,,,,,Total,41,5,,46,335,0,,0,0,0,0,6,0,6,0,0,357,
397446475237961,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/29/2021 06:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02nzhZ6VyzkzLdFY6Uh9m3Ajt4yU67nbEX982XpaL6M1i5KX6Pbtc8ALvoLmmH6Rh6l,0,Foto,,,,,Total,12,6,,18,398,0,,0,0,0,0,9,1,10,0,0,420,
398206345161974,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/30/2021 10:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02zdWVSnVR9ouwLcc16f1Fs8f2XU6Qa8PRkcg7giLodFHFAGCfELQsWyjkgX2m5gEYl,0,Foto,,,,,Total,7,4,,11,423,0,,0,0,0,1,17,1,19,0,0,437,
398254991823776,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/30/2021 12:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Kkea7Y7nwqjGL7AwxkXpye8PCNHzaFuVCJf5RnXh26VNMZuScLzSCcbQBcTv4aUal,0,Foto,,,,,Total,139,20,,159,1374,0,,0,0,0,6,84,10,100,0,0,1384,
353384766310799,103185414664070,"Philosophical Gym Bro",,OC,0,"07/22/2021 11:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0byQjF8KpmeiXTLPSYmRiGhYSfdTt7cZytSthGraREXr2GYQzYWwp9fSqsi8hP5Xl,0,Foto,,,,,Total,1,1,,2,441,0,,0,0,0,0,9,2,11,0,0,474,
341519064164036,103185414664070,"Philosophical Gym Bro","Actualización de estado","Reposting this classic",0,"07/02/2021 21:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid07Nhh2RPZGzU5UgCti7ZFpAJJ4Dy3eLQ1Jk5KcoELVywzdYjT7u97jtu8jdzXNMaRl,0,Foto,,,,,Total,11,16,,27,857,0,,0,0,0,0,45,4,49,0,0,869
341816857467590,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/03/2021 09:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02V5M6wiAsTr5qSpGTdoGQJvuK7j8WExxYTsoLW3CDHXYaZk7hjpQPBFf6VPcCrzLzl,0,Foto,,,,,Total,28,9,,37,844,0,,0,0,0,0,62,5,67,0,0,858
341962954119647,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/03/2021 14:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02FC2p9Ekmfb7gry7jCkPQcrWuWTb5KQsoooh3gpLQXmguvLFZ17yyrNb1r5gmbPihl,0,Foto,,,,,Total,2,1,,3,418,0,,0,0,0,0,12,1,13,0,0,428
342837107365565,103185414664070,"Philosophical Gym Bro",,"OC. Y'all remember that time Nestle paid people to sneak into hospitals disguised as nurses so they could give their formula to new mothers? And how that caused a bunch of infant mortalities in developing countries after the mothers stopped lactating, but couldn't afford formula?
https://en.wikipedia.org/wiki/Nestl%C3%A9_boycott",0,"07/05/2021 11:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fF5mZLe26QLZfeUDa2RtimvajvsgY3vR2RvnDsfS6oKVrji4f8qKosYT2hnybH39l,0,Foto,,,,,Total,180,31,83,294,3907,0,,0,0,0,1,43,9,53,0,0,4173
343235337325742,103185414664070,"Philosophical Gym Bro",,"Freudmin taking classes on both Kant and Human sexuality at the same time:",0,"07/05/2021 17:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02joNTuoqZ9s6Q82W2Mmf27HSgCk8qdcbChtRfLwUVYJ39664aDMRawezvS34Q4t6jl,0,Foto,,,,,Total,,,,0,424,0,,0,0,0,0,10,0,10,0,0,437
343591767290099,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/06/2021 07:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wvnw7xSpwbTKZrPTFSQDKJVvGbJSUPS3TGggctEBxhYj6G9U5c1EFckZK8ECQy1Hl,0,Foto,,,,,Total,68,9,,77,854,0,,0,0,0,0,26,4,30,0,0,882
343618207287455,103185414664070,"Philosophical Gym Bro",,,0,"07/06/2021 08:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037YrdFb9AujgXwyFRToazNn7VQDsfcZL57CrkdZkhVAmhqorQjk316HNA6yFrPrUrl,0,Foto,,,,,Total,30,9,,39,2225,0,1,0,0,0,1,51,8,60,0,0,2434
343723133943629,103185414664070,"Philosophical Gym Bro",,"NOOOOOOOOO YOU CAN ONLY TAKE TEN MINUTES AT THE PRINTER AND ONLY SCAN UP TO THIRTY PAGES STOPPPP!!!!",0,"07/06/2021 12:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fzmPDBdi1VdSHcrGR5bAW3wpUU7j2N6DtmoVQJ2Ni5o7HEP4ivUVtDg4RZz3XMCkl,0,Foto,,,,,Total,1,,,1,379,0,,0,0,0,0,4,1,5,0,0,390
343811593934783,103185414664070,"Philosophical Gym Bro",,"*Battle of the fates intensifies*",0,"07/06/2021 16:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DChzogJ2abBx2YuBsFSn7zxXTxaLkWmEXoZpGJm8gdxiPMsrpMr1HMXoRgqjvkZgl,0,Foto,,,,,Total,290,124,,414,7959,0,,0,0,0,19,223,57,299,0,0,8321
344257513890191,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/07/2021 08:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yCwr3ZuoJo4wyDYfq6rxLDJyFU6QT58n5WhZDE9QqXhZaV33YL2JpFGsYdad3GVrl,0,Foto,,,,,Total,59,19,,78,1093,0,,0,0,0,3,72,3,78,0,0,1107
344900863825856,103185414664070,"Philosophical Gym Bro","Actualización de estado",,35,"07/08/2021 09:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09izkmMJHt6NFo3Ww3DuZiZ7JnEF1KSPBWY9ERLewuqLczBgdXqN5PJ2VWi9K8dfGl,0,Vídeo,,,,,Total,103,,,103,734,0,,0,0,303,2,22,0,24,0,0,750
345828627066413,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"07/09/2021 20:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02bbDPSwZ5d9eSstzp1fgesrLdV5dzrf7LinzakfqFQj4qwsRBMiZC2oUKYQUCiEoul,0,Foto,,,,,Total,31,12,,43,870,0,,0,0,0,0,48,7,55,0,0,889
347022913613651,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/11/2021 17:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06qMkj298zcryEyyvDgys4nELLKa8dQwFZFsUYkELUajFHxtbgfiaANrspDrbCwfel,0,Foto,,,,,Total,68,13,,81,730,0,,0,0,0,3,45,4,52,0,0,758
348018096847466,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/13/2021 07:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qKuH1QLz5b78xKQWDDWcpe3iR7NYwNPQ73EdJ6vhycpxaTyxgNk5gGErqDaVmw3kl,0,Foto,,,,,Total,55,15,,70,979,0,1,0,0,0,1,57,3,61,0,0,1012
348157396833536,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/13/2021 12:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0NRcpM7M3txR9KTgmSonkX1NcTEHr2UtBYqMtZVchcGcn2Hzy1of5gg3iGy95cbFwl,0,Foto,,,,,Total,15,6,,21,569,0,,0,0,0,0,11,2,13,0,0,597
348793023436640,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"07/14/2021 12:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fFX3cvkxNjqAe8w2rKfvNurHnRYBDumqKGvasn1Cde1uoSsECDQ2N2iQHBXBqKoxl,0,Otro,,,,,Total,28,9,,37,841,0,1,0,0,0,0,37,8,45,0,0,864
348802756769000,103185414664070,"Philosophical Gym Bro",,"This would be O.C., but Fyodor Dostoyevsky has probably already seen this coming and written about it in beautiful and compelling prose. What a jerk.",0,"07/14/2021 13:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ontv2EEfTYVYW7sLVcYT4oExNpVYWzTCtATaMof2CbAUscRrmE4F511mu5XzjP5Hl,0,Foto,,,,,Total,111,14,,125,3726,0,1,0,0,0,7,79,5,91,0,0,3795
348961056753170,103185414664070,"Philosophical Gym Bro",,"Nothing more boring than being a guardian angel to a philosopher instead of some spicy ✨SCORIPIO ✨ Girl Boss💪👩",0,"07/15/2021 11:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02on8bn3bLoMdWiVHXnDw8Zkvfuujuh2pTBZmLPjWqTLcQdDjxNRDjEJFFzsvHjwe5l,0,Foto,,,,,Total,80,33,,113,4053,0,,0,0,0,3,87,10,100,0,0,4253
349405173375425,103185414664070,"Philosophical Gym Bro",,O.C.,0,"07/16/2021 08:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0255gZs7aoFSAGsPW8sgKBRSac8V5hbmBn4WPiU54WurqiMB9CsLjLs4X4HW8ExvA2l,0,Foto,,,,,Total,7,10,,17,555,0,,0,0,0,0,10,3,13,0,0,587
349985026650773,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"07/16/2021 10:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0KiaFsg38u57U3PFAW76ndhNy4B7qgBUU4cToADqeXWekSYsib21ZETU87yqYwSZZl,0,Otro,,,,,Total,20,4,,24,540,0,,0,0,0,0,26,1,27,0,0,580
350035569979052,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/16/2021 12:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0opkgS8c6WaTeqqzukdVXGQb3r7wXjvKQWwddDeLpCy9cdfK87NpovYi8V4oKtkTTl,0,Foto,,,,,Total,45,10,,55,977,0,1,0,0,0,1,49,8,58,0,0,1029
350228343293108,103185414664070,"Philosophical Gym Bro","Actualización de estado","Freudmin's future career, colorized:",0,"07/16/2021 21:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0coyzyVXCdzrNV7rZuXbzVTi3yRDEwiT4EJDmfVXVN27h8djW2wpAfvvsALjJ4vznl,0,Foto,,,,,Total,20,3,,23,597,0,,0,0,0,0,14,1,15,0,0,621
350226113293331,103185414664070,"Philosophical Gym Bro",,OC,0,"07/17/2021 11:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02m7bhg319KFACt6fkqSVVwwZafrbd96UzeuTF4pmz22foMHxCVnPkN5aT53dNpBFTl,0,Foto,,,,,Total,20,3,,23,654,0,,0,0,0,1,28,6,35,0,0,691
352100663105876,103185414664070,"Philosophical Gym Bro",,,0,"07/19/2021 23:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Fok9njTEgDb1j6joeW4te7ZFFhtvPwVQDJK2M3UtMNeRsWnekYko77u4Uw93EdAJl,0,Foto,,,,,Total,84,20,,104,1604,0,,0,0,0,3,76,5,84,0,0,1625
352116766437599,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/19/2021 23:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0r9C3EP3ZVfp5xvpBhjcsHooJs4DB5d525jryDRHniL4YMybnezfaNM4JqEFAdMBCl,0,Foto,,,,,Total,85,14,,99,1073,0,1,0,0,0,4,49,1,54,0,0,1104
352308619751747,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/20/2021 06:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid021DapMEsGEka9BnkGhiPLPaTRdaG4Gay9wEu1BfYCyMtjVAVuJCqbSm9mgyZ1efiCl,0,Foto,,,,,Total,12,,,12,273,0,,0,0,0,2,6,1,9,0,0,287
352310669751542,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/20/2021 07:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ssSpeRtfjtkZMbK92biYgHe4D1uJRvxi2SifiAmtVfsgLZ6pAF3HSW7yDqdMR5Dnl,0,Foto,,,,,Total,11,4,,15,612,0,,0,0,0,0,35,3,38,0,0,632
352501876399088,103185414664070,"Philosophical Gym Bro",,"Low effort OC",0,"07/20/2021 13:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037WnJQySZ7MyQtnQEqCorqqKbvxFDAAKP7vhGmWfZPSpSg6zYFC4YH595dgFJy1til,0,Foto,,,,,Total,44,20,,64,2723,0,,0,0,0,5,95,11,111,0,0,2881
352719903043952,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/20/2021 23:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0svir8WXub9nKQUP5vGeiy9kmn9x57umgRymQqiMRmPZKRaJKmnTMjh4mWyLYtwvol,0,Foto,,,,,Total,1,1,,2,418,0,2,0,0,0,0,7,0,7,0,0,446
353294146319861,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"07/21/2021 20:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Xo3h9beXsMvJngGe9orQPFhtk5NKKdNZVcB9gHio1sLpHKEsmR9BqNcTbWu7JiDcl,0,Foto,,,,,Total,51,15,,66,488,0,,0,0,0,0,27,2,29,0,0,537
353294596319816,103185414664070,"Philosophical Gym Bro",,"Stolen shamelessly",0,"07/21/2021 20:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0342CMsnmX9PMKxkUNYEqTq21YbXVJfzppz4QyYnHVb7baaaTXuV7f2cNbYweZXQeMl,0,Foto,,,,,Total,6,6,,12,778,0,,0,0,0,0,24,4,28,0,0,821
353362769646332,103185414664070,"Philosophical Gym Bro","Actualización de estado","I enjoy doing the bidding of dark gods",0,"07/21/2021 23:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02B13FQJUE3b38N5WiL5Fs5RCRgpa5tzr3d5bNmVZrgMFVV5MvnV85HwQiFCxHr3DHl,0,Foto,,,,,Total,20,5,,25,813,0,,0,0,0,1,19,4,24,0,0,835
340649117584364,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"07/01/2021 11:07",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0248K8nMw4ZqMQshmfxhiwgRyeSK4cE8bgfpNN59ZYxvNP7NEoWoiEq81iqBcPbqLAl,0,Foto,,,,,Total,74,33,2,109,1105,0,,0,0,0,9,32,3,44,0,0,1123
